#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=pitted plain :  Plain having numerous small closely spaced closed depressions.
#Text=polygonal karst :  A karst area where the surface is completely pitted with closed depressions, the divides of which form a crudely polygonal network. Especially common in humid tropical cone-karst terrain, but also found in well-formed temperate doline-karst terrain.
4-1	500-509	polygonal	_	C. Geome[6]	DEFINIENDUM[32]	_	_	
4-2	510-515	karst	_	C. Geome[6]	DEFINIENDUM[32]	_	_	
4-3	516-517	:	_	_	_	_	_	
4-4	519-520	A	_	_	_	_	_	
4-5	521-526	karst	_	C. Geome[7]	GENUS[33]	_	_	
4-6	527-531	area	_	C. Geome[7]	GENUS[33]	_	_	
4-7	532-537	where	_	_	_	CONTAINS[49]	_	
4-8	538-541	the	_	_	_	CONTAINS[49]	_	
4-9	542-549	surface	_	_	_	CONTAINS[49]	_	
4-10	550-552	is	_	_	_	CONTAINS[49]	_	
4-11	553-563	completely	_	_	_	CONTAINS[49]	_	
4-12	564-570	pitted	_	_	_	CONTAINS[49]	_	
4-13	571-575	with	_	_	_	CONTAINS[49]	_	
4-14	576-582	closed	_	A.1 Surface landform[8]	_	CONTAINS[49]	_	
4-15	583-594	depressions	_	A.1 Surface landform[8]	_	CONTAINS[49]	_	
4-16	594-595	,	_	_	_	_	_	
4-17	596-599	the	_	_	_	HAS\_FORM[50]	_	
4-18	600-607	divides	_	_	_	HAS\_FORM[50]	_	
4-19	608-610	of	_	_	_	HAS\_FORM[50]	_	
4-20	611-616	which	_	_	_	HAS\_FORM[50]	_	
4-21	617-621	form	_	_	_	HAS\_FORM[50]	_	
4-22	622-623	a	_	_	_	HAS\_FORM[50]	_	
4-23	624-631	crudely	_	_	_	HAS\_FORM[50]	_	
4-24	632-641	polygonal	_	D.1 Abiotic[9]	_	HAS\_FORM[50]	_	
4-25	642-649	network	_	D.1 Abiotic[9]	_	HAS\_FORM[50]	_	
4-26	649-650	.	_	_	_	_	_	
4-27	651-661	Especially	_	_	_	HAS\_LOCATION[51]	_	
4-28	662-668	common	_	_	_	HAS\_LOCATION[51]	frame\_LOCATION[78]	
4-29	669-671	in	_	_	_	HAS\_LOCATION[51]	frame\_LOCATION[78]	
4-30	672-677	humid	_	_	_	HAS\_LOCATION[51]	_	
4-31	678-686	tropical	_	C. Geome[10]	_	HAS\_LOCATION[51]	_	
4-32	687-697	cone-karst	_	C. Geome[10]	_	HAS\_LOCATION[51]	_	
4-33	698-705	terrain	_	C. Geome[10]	_	HAS\_LOCATION[51]	_	
4-34	705-706	,	_	_	_	HAS\_LOCATION[51]	_	
4-35	707-710	but	_	_	_	HAS\_LOCATION[51]	_	
4-36	711-715	also	_	_	_	HAS\_LOCATION[51]	_	
4-37	716-721	found	_	_	_	HAS\_LOCATION[51]	_	
4-38	722-724	in	_	_	_	HAS\_LOCATION[51]	_	
4-39	725-736	well-formed	_	_	_	HAS\_LOCATION[51]	_	
4-40	737-746	temperate	_	C. Geome[11]	_	HAS\_LOCATION[51]	_	
4-41	747-759	doline-karst	_	C. Geome[11]	_	HAS\_LOCATION[51]	_	
4-42	760-767	terrain	_	C. Geome[11]	_	HAS\_LOCATION[51]	_	
4-43	767-768	.	_	_	_	_	_	

#Text=ponor :   Hole in the bottom or side of a closed depression through which water passes to or from an underground channel. Compare swallet, swallow hole.
5-1	769-774	ponor	_	A.3 Hydrological form	DEFINIENDUM	_	_	
5-2	775-776	:	_	_	_	_	_	
5-3	779-783	Hole	_	D.1 Abiotic	GENUS	_	_	
5-4	784-786	in	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-5	787-790	the	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-6	791-797	bottom	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-7	798-800	or	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-8	801-805	side	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-9	806-808	of	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-10	809-810	a	_	_	_	HAS\_LOCATION[52]	frame\_LOCATION[79]	
5-11	811-817	closed	_	A.1 Surface landform[12]	_	HAS\_LOCATION[52]	_	
5-12	818-828	depression	_	A.1 Surface landform[12]	_	HAS\_LOCATION[52]	_	
5-13	829-836	through	_	_	_	HAS\_FUNCTION[53]	_	
5-14	837-842	which	_	_	_	HAS\_FUNCTION[53]	_	
5-15	843-848	water	_	D.1 Abiotic	_	HAS\_FUNCTION[53]	_	
5-16	849-855	passes	_	_	_	HAS\_FUNCTION[53]	_	
5-17	856-858	to	_	_	_	HAS\_FUNCTION[53]	_	
5-18	859-861	or	_	_	_	HAS\_FUNCTION[53]	_	
5-19	862-866	from	_	_	_	HAS\_FUNCTION[53]	_	
5-20	867-869	an	_	_	_	HAS\_FUNCTION[53]	_	
5-21	870-881	underground	_	_	_	HAS\_FUNCTION[53]	_	
5-22	882-889	channel	_	D.1 Abiotic	_	HAS\_FUNCTION[53]	_	
5-23	889-890	.	_	_	_	_	_	
5-24	891-898	Compare	_	_	_	_	_	
5-25	899-906	swallet	_	_	_	_	_	
5-26	906-907	,	_	_	_	_	_	
5-27	908-915	swallow	_	_	_	_	_	
5-28	916-920	hole	_	_	_	_	_	
5-29	920-921	.	_	_	_	_	_	

#Text=pool deposit :  Crystalline material deposited in an isolated pool in a cave.
6-1	922-926	pool	_	D.1 Abiotic[13]	DEFINIENDUM[34]	_	_	
6-2	927-934	deposit	_	D.1 Abiotic[13]	DEFINIENDUM[34]	_	_	
6-3	935-936	:	_	_	_	_	_	
6-4	938-949	Crystalline	_	D.1 Abiotic[14]	GENUS[35]	COMPOSITION\_MEDIUM[54]	_	
6-5	950-958	material	_	D.1 Abiotic[14]	GENUS[35]	COMPOSITION\_MEDIUM[54]	_	
6-6	959-968	deposited	_	_	_	HAS\_LOCATION[55]	frame\_LOCATION[80]	
6-7	969-971	in	_	_	_	HAS\_LOCATION[55]	frame\_LOCATION[80]	
6-8	972-974	an	_	_	_	HAS\_LOCATION[55]	frame\_LOCATION[80]	
6-9	975-983	isolated	_	_	_	HAS\_LOCATION[55]	_	
6-10	984-988	pool	_	_	_	HAS\_LOCATION[55]	_	
6-11	989-991	in	_	_	_	HAS\_LOCATION[55]	frame\_LOCATION[81]	
6-12	992-993	a	_	_	_	HAS\_LOCATION[55]	frame\_LOCATION[81]	
6-13	994-998	cave	_	A.2 Underground landform	_	HAS\_LOCATION[55]	_	
6-14	998-999	.	_	_	_	_	_	

#Text=pore deposit :  Mineral matter deposited on the interior of a cave from water entering the cave so slowly through pores and cracks that it does not form drops.
7-1	1000-1004	pore	_	D.1 Abiotic[15]	DEFINIENDUM[36]	_	_	
7-2	1005-1012	deposit	_	D.1 Abiotic[15]	DEFINIENDUM[36]	_	_	
7-3	1013-1014	:	_	_	_	_	_	
7-4	1016-1023	Mineral	_	D.1 Abiotic[16]	GENUS[37]	COMPOSITION\_MEDIUM[56]	_	
7-5	1024-1030	matter	_	D.1 Abiotic[16]	GENUS[37]	COMPOSITION\_MEDIUM[56]	_	
7-6	1031-1040	deposited	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-7	1041-1043	on	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-8	1044-1047	the	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-9	1048-1056	interior	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-10	1057-1059	of	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-11	1060-1061	a	_	_	_	HAS\_LOCATION[57]	frame\_LOCATION[82]	
7-12	1062-1066	cave	_	A.2 Underground landform	_	HAS\_LOCATION[57]	_	
7-13	1067-1071	from	_	_	_	HAS\_CAUSE[58]	_	
7-14	1072-1077	water	_	_	_	HAS\_CAUSE[58]	_	
7-15	1078-1086	entering	_	_	_	HAS\_CAUSE[58]	_	
7-16	1087-1090	the	_	_	_	HAS\_CAUSE[58]	_	
7-17	1091-1095	cave	_	A.2 Underground landform	_	HAS\_CAUSE[58]	_	
7-18	1096-1098	so	_	_	_	HAS\_CAUSE[58]	_	
7-19	1099-1105	slowly	_	_	_	HAS\_CAUSE[58]	_	
7-20	1106-1113	through	_	_	_	HAS\_CAUSE[58]	_	
7-21	1114-1119	pores	_	_	_	HAS\_CAUSE[58]	_	
7-22	1120-1123	and	_	_	_	HAS\_CAUSE[58]	_	
7-23	1124-1130	cracks	_	_	_	HAS\_CAUSE[58]	_	
7-24	1131-1135	that	_	_	_	HAS\_CAUSE[58]	_	
7-25	1136-1138	it	_	_	_	HAS\_CAUSE[58]	_	
7-26	1139-1143	does	_	_	_	HAS\_CAUSE[58]	_	
7-27	1144-1147	not	_	_	_	HAS\_CAUSE[58]	_	
7-28	1148-1152	form	_	_	_	HAS\_CAUSE[58]	_	
7-29	1153-1158	drops	_	_	_	HAS\_CAUSE[58]	_	
7-30	1158-1159	.	_	_	_	_	_	

#Text=porthole :  A nearly circular natural opening in a thin rock wall in a cave. See also window.
8-1	1160-1168	porthole	_	A.2 Underground landform	DEFINIENDUM	_	_	
8-2	1169-1170	:	_	_	_	_	_	
8-3	1172-1173	A	_	_	_	_	_	
8-4	1174-1180	nearly	_	_	_	HAS\_FORM[59]	_	
8-5	1181-1189	circular	_	_	_	HAS\_FORM[59]	_	
8-6	1190-1197	natural	_	_	_	HAS\_CAUSE	_	
8-7	1198-1205	opening	_	D.1 Abiotic	GENUS	_	_	
8-8	1206-1208	in	_	_	_	HAS\_LOCATION[60]	_	
8-9	1209-1210	a	_	_	_	HAS\_LOCATION[60]	_	
8-10	1211-1215	thin	_	_	_	HAS\_LOCATION[60]	_	
8-11	1216-1220	rock	_	_	_	HAS\_LOCATION[60]	_	
8-12	1221-1225	wall	_	_	_	HAS\_LOCATION[60]	_	
8-13	1226-1228	in	_	_	_	HAS\_LOCATION[60]	_	
8-14	1229-1230	a	_	_	_	HAS\_LOCATION[60]	_	
8-15	1231-1235	cave	_	A.2 Underground landform	_	HAS\_LOCATION[60]	_	
8-16	1235-1236	.	_	_	_	_	_	
8-17	1237-1240	See	_	_	_	_	_	
8-18	1241-1245	also	_	_	_	_	_	
8-19	1246-1252	window	_	_	_	_	_	
8-20	1252-1253	.	_	_	_	_	_	

#Text=pothole :  A small rounded hole worn into rock in a streambed, at a waterfall, or near sea level by sand, gravel, and stones being spun around by force of the currents; a nature mill.
9-1	1254-1261	pothole	_	D.1 Abiotic	DEFINIENDUM	_	_	
9-2	1262-1263	:	_	_	_	_	_	
9-3	1265-1266	A	_	_	_	_	_	
9-4	1267-1272	small	_	_	_	HAS\_SIZE	_	
9-5	1273-1280	rounded	_	_	_	HAS\_FORM	_	
9-6	1281-1285	hole	_	D.1 Abiotic	_	_	_	
9-7	1286-1290	worn	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION[83]	
9-8	1291-1295	into	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION[83]	
9-9	1296-1300	rock	_	D.1 Abiotic	_	HAS\_LOCATION[61]	_	
9-10	1301-1303	in	_	_	_	HAS\_LOCATION[61]	_	
9-11	1304-1305	a	_	_	_	HAS\_LOCATION[61]	_	
9-12	1306-1315	streambed	_	D.1 Abiotic	_	HAS\_LOCATION[61]	_	
9-13	1315-1316	,	_	_	_	HAS\_LOCATION[61]	_	
9-14	1317-1319	at	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION[84]	
9-15	1320-1321	a	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION[84]	
9-16	1322-1331	waterfall	_	D.1 Abiotic	_	HAS\_LOCATION[61]	_	
9-17	1331-1332	,	_	_	_	HAS\_LOCATION[61]	_	
9-18	1333-1335	or	_	_	_	HAS\_LOCATION[61]	_	
9-19	1336-1340	near	_	_	_	HAS\_LOCATION[61]	frame\_LOCATION	
9-20	1341-1344	sea	_	D.1 Abiotic[17]	_	HAS\_LOCATION[61]	_	
9-21	1345-1350	level	_	D.1 Abiotic[17]	_	HAS\_LOCATION[61]	_	
9-22	1351-1353	by	_	_	_	HAS\_CAUSE[62]	_	
9-23	1354-1358	sand	_	D.1 Abiotic	_	HAS\_CAUSE[62]	_	
9-24	1358-1359	,	_	_	_	HAS\_CAUSE[62]	_	
9-25	1360-1366	gravel	_	D.1 Abiotic	_	HAS\_CAUSE[62]	_	
9-26	1366-1367	,	_	_	_	HAS\_CAUSE[62]	_	
9-27	1368-1371	and	_	_	_	HAS\_CAUSE[62]	_	
9-28	1372-1378	stones	_	D.1 Abiotic	_	HAS\_CAUSE[62]	_	
9-29	1379-1384	being	_	_	_	HAS\_CAUSE[62]	_	
9-30	1385-1389	spun	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[85]	
9-31	1390-1396	around	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[85]	
9-32	1397-1399	by	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[85]	
9-33	1400-1405	force	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[85]	
9-34	1406-1408	of	_	_	_	HAS\_CAUSE[62]	_	
9-35	1409-1412	the	_	_	_	HAS\_CAUSE[62]	_	
9-36	1413-1421	currents	_	_	_	HAS\_CAUSE[62]	_	
9-37	1421-1422	;	_	_	_	_	_	
9-38	1423-1424	a	_	_	_	_	_	
9-39	1425-1431	nature	_	_	_	_	_	
9-40	1432-1436	mill	_	_	_	_	_	
9-41	1436-1437	.	_	_	_	_	_	

#Text=pothole :  Term used in England for vertical or steeply inclined shaft in limestone.
10-1	1439-1446	pothole	_	D.1 Abiotic	DEFINIENDUM	_	_	
10-2	1447-1448	:	_	_	_	_	_	
10-3	1450-1454	Term	_	_	_	_	_	
10-4	1455-1459	used	_	_	_	_	_	
10-5	1460-1462	in	_	_	_	_	_	
10-6	1463-1470	England	_	_	_	_	_	
10-7	1471-1474	for	_	_	_	_	_	
10-8	1475-1483	vertical	_	_	_	HAS\_FORM[63]	_	
10-9	1484-1486	or	_	_	_	HAS\_FORM[63]	_	
10-10	1487-1494	steeply	_	_	_	HAS\_FORM[63]	_	
10-11	1495-1503	inclined	_	_	_	HAS\_FORM[63]	_	
10-12	1504-1509	shaft	_	D.1 Abiotic	GENUS	_	_	
10-13	1510-1512	in	_	_	_	COMPOSITION\_MEDIUM[64]	_	
10-14	1513-1522	limestone	_	D.1 Abiotic	_	COMPOSITION\_MEDIUM[64]	_	
10-15	1522-1523	.	_	_	_	_	_	

#Text=pseudokarst :  Karstlike terrain produced by a process other than the dissolving of rock, such as the rough surface above a lava field, where the ceilings of lava tubes have collapsed Features of pseudokarst include lava tunnels, lava tubes, lava stalactites, and lava stalagmites.
11-1	1525-1536	pseudokarst	_	C. Geome	DEFINIENDUM	_	_	
11-2	1537-1538	:	_	_	_	_	_	
11-3	1540-1549	Karstlike	_	_	_	_	_	
11-4	1550-1557	terrain	_	D.1 Abiotic	_	_	_	
11-5	1558-1566	produced	_	_	_	HAS\_CAUSE[65]	frame\_CAUSE[86]	
11-6	1567-1569	by	_	_	_	HAS\_CAUSE[65]	frame\_CAUSE[86]	
11-7	1570-1571	a	_	_	_	HAS\_CAUSE[65]	frame\_CAUSE[86]	
11-8	1572-1579	process	_	_	_	HAS\_CAUSE[65]	_	
11-9	1580-1585	other	_	_	_	HAS\_CAUSE[65]	_	
11-10	1586-1590	than	_	_	_	HAS\_CAUSE[65]	_	
11-11	1591-1594	the	_	_	_	HAS\_CAUSE[65]	_	
11-12	1595-1605	dissolving	_	B.4 Transformation	_	HAS\_CAUSE[65]	_	
11-13	1606-1608	of	_	_	_	HAS\_CAUSE[65]	_	
11-14	1609-1613	rock	_	_	_	HAS\_CAUSE[65]	_	
11-15	1613-1614	,	_	_	_	HAS\_CAUSE[65]	_	
11-16	1615-1619	such	_	_	_	HAS\_CAUSE[65]	_	
11-17	1620-1622	as	_	_	_	HAS\_CAUSE[65]	_	
11-18	1623-1626	the	_	_	_	HAS\_CAUSE[65]	_	
11-19	1627-1632	rough	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	_	
11-20	1633-1640	surface	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	_	
11-21	1641-1646	above	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	frame\_LOCATION	
11-22	1647-1648	a	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	_	
11-23	1649-1653	lava	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	_	
11-24	1654-1659	field	_	_	_	HAS\_CAUSE[65]|HAS\_LOCATION[66]	_	
11-25	1659-1660	,	_	_	_	_	_	
11-26	1661-1666	where	_	_	_	_	_	
11-27	1667-1670	the	_	_	_	_	_	
11-28	1671-1679	ceilings	_	_	_	_	_	
11-29	1680-1682	of	_	_	_	_	_	
11-30	1683-1687	lava	_	_	_	_	_	
11-31	1688-1693	tubes	_	_	_	_	_	
11-32	1694-1698	have	_	_	_	_	_	
11-33	1699-1708	collapsed	_	_	_	_	_	
11-34	1709-1717	Features	_	_	_	CONTAINS[67]	_	
11-35	1718-1720	of	_	_	_	CONTAINS[67]	_	
11-36	1721-1732	pseudokarst	_	_	_	CONTAINS[67]	_	
11-37	1733-1740	include	_	_	_	CONTAINS[67]	frame\_CONTAINS	
11-38	1741-1745	lava	_	A.2 Underground landform[18]	_	CONTAINS[67]	_	
11-39	1746-1753	tunnels	_	A.2 Underground landform[18]	_	CONTAINS[67]	_	
11-40	1753-1754	,	_	_	_	CONTAINS[67]	_	
11-41	1755-1759	lava	_	A.2 Underground landform[19]	_	CONTAINS[67]	_	
11-42	1760-1765	tubes	_	A.2 Underground landform[19]	_	CONTAINS[67]	_	
11-43	1765-1766	,	_	_	_	CONTAINS[67]	_	
11-44	1767-1771	lava	_	A.2 Underground landform[20]	_	CONTAINS[67]	_	
11-45	1772-1783	stalactites	_	A.2 Underground landform[20]	_	CONTAINS[67]	_	
11-46	1783-1784	,	_	_	_	CONTAINS[67]	_	
11-47	1785-1788	and	_	_	_	CONTAINS[67]	_	
11-48	1789-1793	lava	_	A.2 Underground landform[21]	_	CONTAINS[67]	_	
11-49	1794-1805	stalagmites	_	A.2 Underground landform[21]	_	CONTAINS[67]	_	
11-50	1805-1806	.	_	_	_	_	_	

#Text=residual clay :  Clay or sandy clay remaining on a rock surface after removal of calcium carbonate by solution.
12-1	1807-1815	residual	_	D.1 Abiotic[22]	DEFINIENDUM[38]	_	_	
12-2	1816-1820	clay	_	D.1 Abiotic[22]	DEFINIENDUM[38]	_	_	
12-3	1821-1822	:	_	_	_	_	_	
12-4	1824-1828	Clay	_	D.1 Abiotic	DEFINITOR	COMPOSITION\_MEDIUM[68]	_	
12-5	1829-1831	or	_	_	_	COMPOSITION\_MEDIUM[68]	_	
12-6	1832-1837	sandy	_	D.1 Abiotic[23]	_	COMPOSITION\_MEDIUM[68]	_	
12-7	1838-1842	clay	_	D.1 Abiotic[23]	_	COMPOSITION\_MEDIUM[68]	_	
12-8	1843-1852	remaining	_	_	_	HAS\_CAUSE[69]	_	
12-9	1853-1855	on	_	_	_	HAS\_CAUSE[69]	_	
12-10	1856-1857	a	_	_	_	HAS\_CAUSE[69]	_	
12-11	1858-1862	rock	_	_	_	HAS\_CAUSE[69]	_	
12-12	1863-1870	surface	_	_	_	HAS\_CAUSE[69]	_	
12-13	1871-1876	after	_	_	_	HAS\_CAUSE[69]	_	
12-14	1877-1884	removal	_	B.2 Loss	_	HAS\_CAUSE[69]	_	
12-15	1885-1887	of	_	_	_	HAS\_CAUSE[69]	_	
12-16	1888-1895	calcium	_	D.1 Abiotic[24]	_	HAS\_CAUSE[69]	_	
12-17	1896-1905	carbonate	_	D.1 Abiotic[24]	_	HAS\_CAUSE[69]	_	
12-18	1906-1908	by	_	_	_	HAS\_CAUSE[69]	_	
12-19	1909-1917	solution	_	B.4 Transformation	_	HAS\_CAUSE[69]	_	
12-20	1917-1918	.	_	_	_	_	_	

#Text=resurgence :  Point at which an underground stream reaches the surface and becomes a surface stream. In European literature, the term is reserved for the reemergence of a stream that has earlier sunk upstream; the term exsurgence is applied to a stream without known surface headwaters.
13-1	1920-1930	resurgence	_	A.3 Hydrological form	DEFINIENDUM	_	_	
13-2	1931-1932	:	_	_	_	_	_	
13-3	1934-1939	Point	_	_	GENUS	HAS\_LOCATION[70]	_	
13-4	1940-1942	at	_	_	_	HAS\_LOCATION[70]	_	
13-5	1943-1948	which	_	_	_	HAS\_LOCATION[70]	_	
13-6	1949-1951	an	_	_	_	HAS\_LOCATION[70]	_	
13-7	1952-1963	underground	_	D.1 Abiotic[25]	_	HAS\_LOCATION[70]	_	
13-8	1964-1970	stream	_	D.1 Abiotic[25]	_	HAS\_LOCATION[70]	_	
13-9	1971-1978	reaches	_	_	_	HAS\_LOCATION[70]	_	
13-10	1979-1982	the	_	_	_	HAS\_LOCATION[70]	_	
13-11	1983-1990	surface	_	_	_	HAS\_LOCATION[70]	_	
