#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Canonicalform|Canonical
#T_SP=webanno.custom.Category|Category
#T_SP=webanno.custom.Definitionelement|Def_element
#T_SP=webanno.custom.Relation|Relation
#T_SP=webanno.custom.Relation_definitor|Rel_verb_frame


#Text=stopnjasto brezno: Brezno, sestavljeno iz zaporednih vertikalnih stopenj, ki jih povezujejo police ali zvezni rovi. Globlja brezna so navadno stopnjasta.
3-9	262-268	gladke	_	_	_	HAS\_FORM[50]	_	
3-10	269-274	stene	_	D.1 Abiotic	_	HAS\_FORM[50]	_	
3-11	275-277	in	_	_	_	HAS\_FORM[50]	_	
3-12	278-288	enakomerno	_	_	_	HAS\_FORM[50]	_	
3-13	289-295	širino	_	_	_	HAS\_FORM[50]	_	
3-14	295-296	.	_	_	_	_	_	

#Text=zvonasto brezno: Navzdol se razširja v obliki zvona.
4-1	301-309	zvonasto	_	A.2 Underground landform[7]	DEFINIENDUM[34]	_	_	
4-2	310-316	brezno	_	A.2 Underground landform[7]	DEFINIENDUM[34]	_	_	
4-3	316-317	:	_	_	_	_	_	
4-4	318-325	Navzdol	_	_	_	HAS\_FORM[51]	frame\_FORM[71]	
4-5	326-328	se	_	_	_	HAS\_FORM[51]	frame\_FORM[71]	
4-6	329-337	razširja	_	_	_	HAS\_FORM[51]	frame\_FORM[71]	
4-7	338-339	v	_	_	_	HAS\_FORM[51]	frame\_FORM[71]	
4-8	340-346	obliki	_	_	_	HAS\_FORM[51]	frame\_FORM[71]	
4-9	347-352	zvona	_	D.1 Abiotic	_	HAS\_FORM[51]	_	
4-10	352-353	.	_	_	_	_	_	

#Text=ledeno brezno: V njem se večji del leta ali trajno zadržujejo večje ledene gmote. Lj. tudi ledenik, ker so iz dostopnih ledenih brezen nekdaj izvažali led. Raba včasih ne loči pojma ledenega brezna od snežnega brezna.
5-1	359-365	ledeno	_	A.2 Underground landform[8]	DEFINIENDUM[35]	_	_	
5-2	366-372	brezno	_	A.2 Underground landform[8]	DEFINIENDUM[35]	_	_	
5-3	372-373	:	_	_	_	_	_	
5-4	374-375	V	_	_	_	CONTAINS[52]	_	
5-5	376-380	njem	_	_	_	CONTAINS[52]	_	
5-6	381-383	se	_	_	_	CONTAINS[52]	_	
5-7	384-389	večji	_	_	_	CONTAINS[52]	_	
5-8	390-393	del	_	_	_	CONTAINS[52]	_	
5-9	394-398	leta	_	_	_	CONTAINS[52]	_	
5-10	399-402	ali	_	_	_	CONTAINS[52]	_	
5-11	403-409	trajno	_	_	_	CONTAINS[52]	_	
5-12	410-420	zadržujejo	_	_	_	CONTAINS[52]	frame\_CONTAINS	
5-13	421-426	večje	_	_	_	CONTAINS[52]	_	
5-14	427-433	ledene	_	D.1 Abiotic[9]	_	CONTAINS[52]	_	
5-15	434-439	gmote	_	D.1 Abiotic[9]	_	CONTAINS[52]	_	
5-16	439-440	.	_	_	_	_	_	
5-17	441-443	Lj	_	_	_	HAS\_FUNCTION[53]	_	
5-18	443-444	.	_	_	_	HAS\_FUNCTION[53]	_	
5-19	445-449	tudi	_	_	_	HAS\_FUNCTION[53]	_	
5-20	450-457	ledenik	_	A.2 Underground landform	DEFINIENDUM	HAS\_FUNCTION[53]	_	
5-21	457-458	,	_	_	_	HAS\_FUNCTION[53]	_	
5-22	459-462	ker	_	_	_	HAS\_FUNCTION[53]	_	
5-23	463-465	so	_	_	_	HAS\_FUNCTION[53]	_	
5-24	466-468	iz	_	_	_	HAS\_FUNCTION[53]	_	
5-25	469-478	dostopnih	_	_	_	HAS\_FUNCTION[53]	_	
5-26	479-486	ledenih	_	A.2 Underground landform[10]	_	HAS\_FUNCTION[53]	_	
5-27	487-493	brezen	_	A.2 Underground landform[10]	_	HAS\_FUNCTION[53]	_	
5-28	494-500	nekdaj	_	_	_	HAS\_FUNCTION[53]	_	
5-29	501-509	izvažali	_	_	_	HAS\_FUNCTION[53]	_	
5-30	510-513	led	_	D.1 Abiotic	_	HAS\_FUNCTION[53]	_	
5-31	513-514	.	_	_	_	_	_	
5-32	515-519	Raba	_	_	_	_	_	
5-33	520-526	včasih	_	_	_	_	_	
5-34	527-529	ne	_	_	_	_	_	
5-35	530-534	loči	_	_	_	_	_	
5-36	535-540	pojma	_	_	_	_	_	
5-37	541-549	ledenega	_	A.2 Underground landform[11]	_	_	_	
5-38	550-556	brezna	_	A.2 Underground landform[11]	_	_	_	
5-39	557-559	od	_	_	_	_	_	
5-40	560-568	snežnega	_	A.2 Underground landform[12]	_	_	_	
5-41	569-575	brezna	_	A.2 Underground landform[12]	_	_	_	
5-42	575-576	.	_	_	_	_	_	

#Text=snežno brezno: Večji del leta se v njem zadržuje sneg ali pa ga sneg celo zapolnjuje.
6-1	581-587	snežno	_	A.2 Underground landform[13]	DEFINIENDUM[36]	_	_	
6-2	588-594	brezno	_	A.2 Underground landform[13]	DEFINIENDUM[36]	_	_	
6-3	594-595	:	_	_	_	_	_	
6-4	596-601	Večji	_	_	_	CONTAINS[54]	_	
6-5	602-605	del	_	_	_	CONTAINS[54]	_	
6-6	606-610	leta	_	_	_	CONTAINS[54]	_	
6-7	611-613	se	_	_	_	CONTAINS[54]	_	
6-8	614-615	v	_	_	_	CONTAINS[54]	_	
6-9	616-620	njem	_	_	_	CONTAINS[54]	_	
6-10	621-629	zadržuje	_	_	_	CONTAINS[54]	_	
6-11	630-634	sneg	_	D.1 Abiotic	_	CONTAINS[54]	_	
6-12	635-638	ali	_	_	_	CONTAINS[54]	_	
6-13	639-641	pa	_	_	_	CONTAINS[54]	_	
6-14	642-644	ga	_	_	_	CONTAINS[54]	_	
6-15	645-649	sneg	_	D.1 Abiotic	_	CONTAINS[54]	_	
6-16	650-654	celo	_	_	_	CONTAINS[54]	_	
6-17	655-665	zapolnjuje	_	_	_	CONTAINS[54]	_	
6-18	665-666	.	_	_	_	_	_	

#Text=zapolnjeno brezno: Oblika podtalnega krasa. Brezno, zapolnjeno z ilovico.
7-1	671-681	zapolnjeno	_	A.2 Underground landform[14]	DEFINIENDUM[37]	_	_	
7-2	682-688	brezno	_	A.2 Underground landform[14]	DEFINIENDUM[37]	_	_	
7-3	688-689	:	_	_	_	_	_	
7-4	690-696	Oblika	_	_	_	DEFINED\_AS[55]	_	
7-5	697-707	podtalnega	_	C. Geome[15]	_	DEFINED\_AS[55]	_	
7-6	708-713	krasa	_	C. Geome[15]	_	DEFINED\_AS[55]	_	
7-7	713-714	.	_	_	_	_	_	
7-8	715-721	Brezno	_	A.2 Underground landform	GENUS	_	_	
7-9	721-722	,	_	_	_	_	_	
7-10	723-733	zapolnjeno	_	_	_	CONTAINS[56]	frame\_CONTAINS[72]	
7-11	734-735	z	_	_	_	CONTAINS[56]	frame\_CONTAINS[72]	
7-12	736-743	ilovico	_	D.1 Abiotic	_	CONTAINS[56]	_	
7-13	743-744	.	_	_	_	_	_	

#Text=zatrpano brezno: Je brezno, pretežno zapolnjeno s klastičnimi sedimenti, to je gruščem, prodom, ilovico in pod.
8-1	749-757	zatrpano	_	A.2 Underground landform[16]	DEFINIENDUM[38]	_	_	
8-2	758-764	brezno	_	A.2 Underground landform[16]	DEFINIENDUM[38]	_	_	
8-3	764-765	:	_	_	_	_	_	
8-4	766-768	Je	_	_	DEFINITOR	_	_	
8-5	769-775	brezno	_	A.2 Underground landform	GENUS	_	_	
8-6	775-776	,	_	_	_	_	_	
8-7	777-785	pretežno	_	_	_	CONTAINS[57]	frame\_CONTAINS[73]	
8-8	786-796	zapolnjeno	_	_	_	CONTAINS[57]	frame\_CONTAINS[73]	
8-9	797-798	s	_	_	_	CONTAINS[57]	frame\_CONTAINS[73]	
8-10	799-810	klastičnimi	_	D.1 Abiotic[17]	_	CONTAINS[57]	_	
8-11	811-820	sedimenti	_	D.1 Abiotic[17]|D.1 Abiotic[18]	_	CONTAINS[57]	_	
8-12	820-821	,	_	_	_	CONTAINS[57]	_	
8-13	822-824	to	_	_	_	CONTAINS[57]	_	
8-14	825-827	je	_	_	_	CONTAINS[57]	_	
8-15	828-835	gruščem	_	D.1 Abiotic	_	CONTAINS[57]	_	
8-16	835-836	,	_	_	_	CONTAINS[57]	_	
8-17	837-843	prodom	_	D.1 Abiotic	_	CONTAINS[57]	_	
8-18	843-844	,	_	_	_	CONTAINS[57]	_	
8-19	845-852	ilovico	_	_	_	CONTAINS[57]	_	
8-20	853-855	in	in podobno[1]	_	_	CONTAINS[57]	_	
8-21	856-859	pod	in podobno[1]	_	_	CONTAINS[57]	_	
8-22	859-860	.	_	_	_	_	_	

#Text=udorno brezno, podorno brezno: Nastane z udorom nad votlino.
9-1	865-871	udorno	_	A.2 Underground landform[19]	DEFINIENDUM[39]	_	_	
9-2	872-878	brezno	_	A.2 Underground landform[19]	DEFINIENDUM[39]	_	_	
9-3	878-879	,	_	_	_	_	_	
9-4	880-887	podorno	_	A.2 Underground landform[20]	DEFINIENDUM[40]	_	_	
9-5	888-894	brezno	_	A.2 Underground landform[20]	DEFINIENDUM[40]	_	_	
9-6	894-895	:	_	_	_	_	_	
9-7	896-903	Nastane	_	_	_	HAS\_CAUSE[58]	frame\_CAUSE[74]	
9-8	904-905	z	_	_	_	HAS\_CAUSE[58]	frame\_CAUSE[74]	
9-9	906-912	udorom	_	B.1 Movement	_	HAS\_CAUSE[58]	_	
9-10	913-916	nad	_	_	_	HAS\_CAUSE[58]	_	
9-11	917-924	votlino	_	D.1 Abiotic	_	HAS\_CAUSE[58]	_	
9-12	924-925	.	_	_	_	_	_	

#Text=tektonsko brezno: Nastalo je s tektonskim odmikom skladov in ga drugi procesi niso bistveno preoblikovali.
10-1	930-939	tektonsko	_	A.2 Underground landform[21]	DEFINIENDUM[41]	_	_	
10-2	940-946	brezno	_	A.2 Underground landform[21]	DEFINIENDUM[41]	_	_	
10-3	946-947	:	_	_	_	_	_	
10-4	948-955	Nastalo	_	_	_	HAS\_CAUSE[59]	frame\_CAUSE[75]	
10-5	956-958	je	_	_	_	HAS\_CAUSE[59]	frame\_CAUSE[75]	
10-6	959-960	s	_	_	_	HAS\_CAUSE[59]	frame\_CAUSE[75]	
10-7	961-971	tektonskim	_	B.1 Movement[22]	_	HAS\_CAUSE[59]	_	
10-8	972-979	odmikom	_	B.1 Movement[22]	_	HAS\_CAUSE[59]	_	
10-9	980-987	skladov	_	D.1 Abiotic	_	HAS\_CAUSE[59]	_	
10-10	988-990	in	_	_	_	HAS\_CAUSE[59]	_	
10-11	991-993	ga	_	_	_	HAS\_CAUSE[59]	_	
10-12	994-999	drugi	_	_	_	HAS\_CAUSE[59]	_	
10-13	1000-1007	procesi	_	_	_	HAS\_CAUSE[59]	_	
10-14	1008-1012	niso	_	_	_	HAS\_CAUSE[59]	_	
10-15	1013-1021	bistveno	_	_	_	HAS\_CAUSE[59]	_	
10-16	1022-1035	preoblikovali	_	_	_	HAS\_CAUSE[59]	_	
10-17	1035-1036	.	_	_	_	_	_	

#Text=korozijsko brezno: Nastalo je pretežno s korozijskim delovanjem vode in ima stene vidno korozijsko razčlenjene.
11-1	1041-1051	korozijsko	_	A.2 Underground landform[23]	DEFINIENDUM[42]	_	_	
11-2	1052-1058	brezno	_	A.2 Underground landform[23]	DEFINIENDUM[42]	_	_	
11-3	1058-1059	:	_	_	_	_	_	
11-4	1060-1067	Nastalo	_	_	_	HAS\_CAUSE[60]	frame\_CAUSE[76]	
11-5	1068-1070	je	_	_	_	HAS\_CAUSE[60]	frame\_CAUSE[76]	
11-6	1071-1079	pretežno	_	_	_	HAS\_CAUSE[60]	frame\_CAUSE[76]	
11-7	1080-1081	s	_	_	_	HAS\_CAUSE[60]	frame\_CAUSE[76]	
11-8	1082-1093	korozijskim	_	B.2 Loss[24]	_	HAS\_CAUSE[60]	_	
11-9	1094-1104	delovanjem	_	B.2 Loss[24]	_	HAS\_CAUSE[60]	_	
11-10	1105-1109	vode	_	D.1 Abiotic	_	HAS\_CAUSE[60]	_	
11-11	1110-1112	in	_	_	_	_	frame\_FORM[77]	
11-12	1113-1116	ima	_	_	_	HAS\_FORM[61]	frame\_FORM[77]	
11-13	1117-1122	stene	_	D.1 Abiotic	_	HAS\_FORM[61]	_	
11-14	1123-1128	vidno	_	_	_	HAS\_FORM[61]	_	
11-15	1129-1139	korozijsko	_	_	_	HAS\_FORM[61]	_	
11-16	1140-1151	razčlenjene	_	D.3 Property	_	HAS\_FORM[61]	_	
11-17	1151-1152	.	_	_	_	_	_	

#Text=erozijsko brezno: Nastalo je pretežno z mehaničnim delovanjem tekoče vode in ima jasne erozijske oblike.
12-1	1157-1166	erozijsko	_	A.2 Underground landform[25]	DEFINIENDUM[43]	_	_	
12-2	1167-1173	brezno	_	A.2 Underground landform[25]	DEFINIENDUM[43]	_	_	
12-3	1173-1174	:	_	_	_	_	_	
12-4	1175-1182	Nastalo	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[78]	
12-5	1183-1185	je	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[78]	
12-6	1186-1194	pretežno	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[78]	
12-7	1195-1196	z	_	_	_	HAS\_CAUSE[62]	frame\_CAUSE[78]	
12-8	1197-1207	mehaničnim	_	B.4 Transformation[26]	_	HAS\_CAUSE[62]	_	
12-9	1208-1218	delovanjem	_	B.4 Transformation[26]	_	HAS\_CAUSE[62]	_	
12-10	1219-1225	tekoče	_	_	_	HAS\_CAUSE[62]	_	
12-11	1226-1230	vode	_	D.1 Abiotic	_	HAS\_CAUSE[62]	_	
12-12	1231-1233	in	_	_	_	CONTAINS[63]	frame\_CONTAINS[79]	
12-13	1234-1237	ima	_	_	_	CONTAINS[63]	frame\_CONTAINS[79]	
12-14	1238-1243	jasne	_	_	_	CONTAINS[63]	_	
12-15	1244-1253	erozijske	_	_	_	CONTAINS[63]	_	
12-16	1254-1260	oblike	_	D.1 Abiotic	_	CONTAINS[63]	_	
12-17	1260-1261	.	_	_	_	_	_	

#Text=poligenetsko brezno: Oblikovali so ga različni procesi.
13-1	1266-1278	poligenetsko	_	A.2 Underground landform[27]	DEFINIENDUM[44]	_	_	
13-2	1279-1285	brezno	_	A.2 Underground landform[27]	DEFINIENDUM[44]	_	_	
13-3	1285-1286	:	_	_	_	_	_	
13-4	1287-1297	Oblikovali	_	_	_	HAS\_CAUSE[64]	frame\_CAUSE[80]	
13-5	1298-1300	so	_	_	_	HAS\_CAUSE[64]	frame\_CAUSE[80]	
13-6	1301-1303	ga	_	_	_	HAS\_CAUSE[64]	frame\_CAUSE[80]	
13-7	1304-1312	različni	_	_	_	HAS\_CAUSE[64]	_	
13-8	1313-1320	procesi	_	D.1 Abiotic	_	HAS\_CAUSE[64]	_	
13-9	1320-1321	.	_	_	_	_	_	

#Text=fosilno brezno: Brezno, nastalo v preteklih geoloških dobah. Po nekaterih razlagah je zatrpano in mrtvo, po drugih pa se spričo drugačnih speleogenetskih procesov v sedanjosti ne spreminja.
14-1	1326-1333	fosilno	_	A.2 Underground landform[28]	DEFINIENDUM[45]	_	_	
14-2	1334-1340	brezno	_	A.2 Underground landform[28]	DEFINIENDUM[45]	_	_	
14-3	1340-1341	:	_	_	_	_	_	
14-4	1342-1348	Brezno	_	A.2 Underground landform	GENUS	_	_	
14-5	1348-1349	,	_	_	_	_	_	
14-6	1350-1357	nastalo	_	_	_	HAS\_CAUSE[65]	frame\_CAUSE[81]	
14-7	1358-1359	v	_	_	_	HAS\_CAUSE[65]	frame\_CAUSE[81]	
14-8	1360-1369	preteklih	_	_	_	HAS\_CAUSE[65]	_	
14-9	1370-1379	geoloških	_	_	_	HAS\_CAUSE[65]	_	
14-10	1380-1385	dobah	_	_	_	HAS\_CAUSE[65]	_	
14-11	1385-1386	.	_	_	_	_	_	
14-12	1387-1389	Po	_	_	_	HAS\_FUNCTION[66]	_	
14-13	1390-1399	nekaterih	_	_	_	HAS\_FUNCTION[66]	_	
14-14	1400-1408	razlagah	_	_	_	HAS\_FUNCTION[66]	_	
14-15	1409-1411	je	_	_	_	HAS\_FUNCTION[66]	_	
14-16	1412-1420	zatrpano	_	D.3 Property	_	HAS\_FUNCTION[66]	_	
14-17	1421-1423	in	_	_	_	HAS\_FUNCTION[66]	_	
14-18	1424-1429	mrtvo	_	D.3 Property	_	HAS\_FUNCTION[66]	_	
14-19	1429-1430	,	_	_	_	HAS\_FUNCTION[66]	_	
14-20	1431-1433	po	_	_	_	HAS\_FUNCTION[66]	_	
14-21	1434-1440	drugih	_	_	_	HAS\_FUNCTION[66]	_	
14-22	1441-1443	pa	_	_	_	HAS\_FUNCTION[66]	_	
14-23	1444-1446	se	_	_	_	HAS\_FUNCTION[66]	_	
14-24	1447-1453	spričo	_	_	_	HAS\_FUNCTION[66]	_	
14-25	1454-1463	drugačnih	_	_	_	HAS\_FUNCTION[66]	_	
14-26	1464-1479	speleogenetskih	_	D.1 Abiotic[29]	_	HAS\_FUNCTION[66]	_	
14-27	1480-1488	procesov	_	D.1 Abiotic[29]	_	HAS\_FUNCTION[66]	_	
14-28	1489-1490	v	_	_	_	HAS\_FUNCTION[66]	_	
14-29	1491-1501	sedanjosti	_	_	_	HAS\_FUNCTION[66]	_	
14-30	1502-1504	ne	_	_	_	HAS\_FUNCTION[66]	_	
14-31	1505-1514	spreminja	_	_	_	HAS\_FUNCTION[66]	_	
14-32	1514-1515	.	_	_	_	_	_	

#Text=stropno brezno: Odpira se v stropu in sega na površje ali v višjo votlino.
15-1	1520-1527	stropno	_	A.2 Underground landform[30]	DEFINIENDUM[46]	_	_	
15-2	1528-1534	brezno	_	A.2 Underground landform[30]	DEFINIENDUM[46]	_	_	
15-3	1534-1535	:	_	_	_	_	_	
15-4	1536-1542	Odpira	_	_	_	HAS\_FORM[67]	frame\_FORM[82]	
15-5	1543-1545	se	_	_	_	HAS\_FORM[67]	frame\_FORM[82]	
15-6	1546-1547	v	_	_	_	HAS\_FORM[67]	frame\_FORM[82]	
15-7	1548-1554	stropu	_	D.1 Abiotic	_	HAS\_FORM[67]	_	
15-8	1555-1557	in	_	_	_	HAS\_FORM[67]	_	
15-9	1558-1562	sega	_	_	_	HAS\_FORM[67]	_	
15-10	1563-1565	na	_	_	_	HAS\_FORM[67]	_	
15-11	1566-1573	površje	_	D.1 Abiotic	_	HAS\_FORM[67]	_	
15-12	1574-1577	ali	_	_	_	HAS\_FORM[67]	_	
15-13	1578-1579	v	_	_	_	HAS\_FORM[67]	_	
15-14	1580-1585	višjo	_	_	_	HAS\_FORM[67]	_	
15-15	1586-1593	votlino	_	D.1 Abiotic	_	HAS\_FORM[67]	_	
15-16	1593-1594	.	_	_	_	_	_	
