 # webanno.custom.Entity | NC
#id=1
#text=Президент США Джордж Буш подписал закон о строительстве забора , длинной более 1000 км , на границе между США и Мексикой . Забор должен затруднить нелегальную иммиграцию из Мексики . При подписании закона , Буш сказал , что , к сожалению , за последние десятилетия США не смогли обеспечить полного контроля над границей . В последнее время нелегальная иммиграция из Мексики всё время увеличивалась , по некоторым оценкам , в настоящее время в США проживают 10 миллионов мексиканцев , из них четыре миллиона — нелегально . Мексика выступила с протестом против строительства забора
3-1	Министр	B-NC	
3-2	иностранных	O	
3-3	дел	B-NC	
3-4	Мексики	B-NC	
3-5	Луис	B-NC	
3-6	Эрнесто	B-NC	
3-7	Дербез	B-NC	
3-8	(	O	
3-9	Luis	O	
3-10	Ernesto	O	
3-11	Derbez	O	
3-12	)	O	
3-13	заявил	O	
3-14	,	O	
3-15	что	O	
3-16	такое	O	
3-17	решение	B-NC	
3-18	оскорбительно	O	
3-19	для	O	
3-20	Мексики	B-NC	
3-21	.	O	
3-22	Он	O	
3-23	добавил	O	
3-24	,	O	
3-25	что	O	
3-26	Мексика	B-NC	
3-27	будет	O	
3-28	обращаться	O	
3-29	в	O	
3-30	ООН	B-NC	
3-31	,	O	
3-32	чтобы	O	
3-33	предотвратить	O	
3-34	строительство	B-NC	
3-35	забора	B-NC	
3-36	.	O	
3-37	Президент	B-NC	
3-38	Мексики	B-NC	
3-39	назвал	O	
3-40	забор	B-NC	
3-41	бесстыдством	B-NC	
3-42	и	O	
3-43	сравнил	O	
3-44	его	O	
3-45	с	O	
3-46	берлинской	O	
3-47	стеной	B-NC	

#id=4
#text=В настоящее время на границе между США и Мексикой , общая длина которой составляет 3200 км , существует уже забор длиной 112 км . Новый забор должен пролегать в четырёх штатах : Калифорния , Аризона , Нью-Мексико и Техас
4-1	В	O	
4-2	настоящее	O	
4-3	время	B-NC	
4-4	на	O	
4-5	границе	B-NC	
4-6	между	O	
4-7	США	B-NC	
4-8	и	O	
4-9	Мексикой	B-NC	
4-10	,	O	
4-11	общая	O	
4-12	длина	B-NC	
4-13	которой	O	
4-14	составляет	O	
4-15	3200	O	
4-16	км	B-NC	
4-17	,	O	
4-18	существует	O	
4-19	уже	O	
4-20	забор	B-NC	
4-21	длиной	B-NC	
4-22	112	O	
4-23	км	B-NC	
4-24	.	O	
4-25	Новый	O	
4-26	забор	B-NC	
4-27	должен	O	
4-28	пролегать	O	
4-29	в	O	
4-30	четырёх	O	
4-31	штатах	B-NC	
4-32	:	O	
4-33	Калифорния	B-NC	
4-34	,	O	
4-35	Аризона	B-NC	
4-36	,	O	
4-37	Нью-Мексико	B-NC	
4-38	и	O	
4-39	Техас	B-NC	

